Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login
68,Germany,Basic,549.58,Sci-Fi,6/2/2024
54,Australia,Basic,705.96,Horror,5/5/2024
55,Japan,Standard,589.07,Sci-Fi,8/5/2024
33,UK,Basic,562.55,Comedy,2/19/2025
56,Brazil,Standard,419.9,Action,1/4/2025
55,Canada,Basic,846.53,Drama,8/10/2024
46,Japan,Standard,434.94,Sci-Fi,6/12/2024
43,France,Standard,379.68,Documentary,1/19/2025
18,Canada,Basic,433.83,Horror,11/20/2024
80,India,Standard,822.16,Horror,3/14/2024
55,Brazil,Premium,507.4,Sci-Fi,5/7/2024
15,USA,Standard,344.03,Romance,4/20/2024
68,UK,Premium,284.11,Drama,11/14/2024
38,Brazil,Premium,453.81,Horror,1/6/2025
68,Germany,Premium,672.82,Documentary,6/7/2024
55,India,Basic,454.91,Sci-Fi,1/25/2025
39,USA,Standard,129.11,Drama,7/24/2024
32,Canada,Premium,977.6,Documentary,3/31/2024
20,Germany,Basic,127.36,Comedy,6/30/2024
62,Mexico,Standard,262.77,Comedy,6/27/2024
24,Japan,Standard,996.64,Action,12/25/2024
49,Canada,Standard,778.73,Romance,3/28/2024
50,India,Basic,476.84,Drama,2/17/2025
45,Mexico,Premium,879.23,Romance,11/16/2024
35,France,Premium,891.48,Comedy,3/6/2025
58,Mexico,Basic,123.79,Drama,9/24/2024
32,USA,Basic,244.56,Action,7/30/2024
69,Australia,Basic,52.51,Romance,4/30/2024
70,Germany,Standard,443.75,Comedy,8/25/2024
60,France,Basic,561.34,Romance,9/23/2024
38,France,Standard,491.93,Sci-Fi,1/2/2025
69,Mexico,Basic,993.43,Documentary,12/16/2024
26,UK,Premium,103.87,Drama,10/20/2024
15,Japan,Basic,154.79,Horror,4/26/2024
30,India,Basic,50.93,Horror,1/7/2025
54,Canada,Premium,601.65,Horror,11/27/2024
62,Australia,Standard,366.43,Horror,3/11/2024
26,Brazil,Standard,667.07,Action,7/5/2024
74,USA,Premium,851.29,Action,1/31/2025
43,Australia,Standard,742.78,Drama,2/4/2025
40,Japan,Basic,291.81,Comedy,4/18/2024
18,Germany,Standard,166.61,Horror,11/16/2024
22,Mexico,Premium,142.27,Documentary,6/8/2024
44,Brazil,Standard,19.29,Comedy,5/7/2024
22,UK,Premium,190.08,Documentary,5/1/2024
31,Mexico,Basic,409.06,Documentary,8/3/2024
45,France,Standard,15.33,Comedy,2/27/2025
39,Japan,Premium,712.14,Horror,10/10/2024
44,Brazil,Basic,459.26,Comedy,4/1/2024
64,Japan,Basic,960.36,Comedy,1/20/2025
29,Brazil,Premium,102.03,Documentary,9/30/2024
63,Mexico,Basic,527.85,Drama,8/22/2024
62,Japan,Standard,968.16,Drama,6/21/2024
45,USA,Premium,506.39,Action,4/11/2024
74,Germany,Standard,203.11,Comedy,12/9/2024
71,USA,Basic,354.13,Documentary,10/11/2024
64,Mexico,Premium,826.44,Romance,3/18/2024
46,Australia,Premium,214.88,Romance,4/30/2024
55,Brazil,Premium,881.2,Horror,8/24/2024
62,USA,Standard,583.96,Drama,1/11/2025
41,France,Premium,597.26,Drama,8/24/2024
27,Brazil,Premium,469.03,Drama,10/7/2024
44,France,Basic,495.56,Drama,4/14/2024
41,Brazil,Premium,716.55,Documentary,2/12/2025
55,Germany,Basic,624.68,Action,5/1/2024
52,USA,Standard,283.21,Romance,7/5/2024
74,Mexico,Premium,780.65,Comedy,3/19/2024
54,USA,Premium,1.48,Drama,6/16/2024
69,Japan,Basic,440.29,Action,3/19/2024
14,Australia,Standard,659.15,Romance,4/7/2024
30,Germany,Basic,681.64,Romance,12/19/2024
39,UK,Premium,341.23,Romance,9/8/2024
78,India,Basic,847.03,Action,5/27/2024
27,USA,Basic,124.97,Drama,8/8/2024
64,France,Standard,878.7,Action,4/8/2024
58,UK,Basic,896.26,Drama,1/18/2025
25,Canada,Premium,394.29,Documentary,7/30/2024
13,Germany,Premium,617.82,Romance,10/11/2024
18,Germany,Premium,837.54,Comedy,8/18/2024
29,UK,Basic,294.37,Comedy,12/11/2024
51,Australia,Premium,915.64,Comedy,5/31/2024
67,Brazil,Standard,319.17,Comedy,4/28/2024
61,Mexico,Basic,366.84,Comedy,10/11/2024
26,Australia,Basic,995.86,Drama,10/2/2024
38,USA,Standard,425.95,Sci-Fi,8/23/2024
35,Australia,Premium,29.53,Documentary,5/6/2024
79,Germany,Premium,949.59,Drama,2/27/2025
66,Brazil,Standard,540.01,Documentary,4/29/2024
78,Australia,Standard,264.37,Documentary,1/21/2025
18,UK,Premium,105.15,Horror,4/2/2024
52,Germany,Premium,940.58,Drama,11/9/2024
59,USA,Premium,432.59,Documentary,4/10/2024
64,Australia,Basic,265.29,Sci-Fi,5/18/2024
40,France,Standard,507.45,Documentary,4/22/2024
66,Japan,Standard,958.75,Comedy,1/3/2025
37,Mexico,Standard,810.14,Action,4/3/2024
45,Brazil,Basic,932.57,Comedy,6/17/2024
31,Canada,Premium,507.96,Sci-Fi,12/16/2024
26,Japan,Basic,116.8,Horror,4/23/2024
71,Germany,Standard,356.44,Action,12/21/2024
46,Germany,Basic,564.59,Sci-Fi,2/3/2025
50,France,Standard,709.07,Sci-Fi,11/5/2024
53,Germany,Premium,878.21,Horror,2/12/2025
36,Canada,Basic,964.67,Sci-Fi,4/14/2024
55,Brazil,Basic,438.3,Sci-Fi,7/3/2024
54,Australia,Basic,315.64,Sci-Fi,12/25/2024
45,Mexico,Standard,388.21,Romance,11/25/2024
34,Canada,Premium,283.84,Action,6/13/2024
19,Canada,Premium,200.33,Drama,6/7/2024
67,Canada,Standard,513.13,Sci-Fi,1/7/2025
40,Canada,Premium,688.93,Comedy,12/5/2024
33,Australia,Premium,200.11,Drama,8/21/2024
79,UK,Standard,248.7,Documentary,12/31/2024
24,France,Standard,271.82,Action,1/20/2025
16,USA,Premium,609.21,Horror,7/21/2024
63,Australia,Standard,94,Romance,3/25/2024
27,Australia,Premium,47.48,Romance,2/8/2025
25,Japan,Premium,409.73,Action,2/28/2025
34,USA,Standard,175.71,Documentary,4/5/2024
29,Brazil,Basic,241.74,Comedy,2/25/2025
29,Mexico,Premium,829.98,Drama,11/22/2024
66,Germany,Premium,979.52,Sci-Fi,6/7/2024
70,Mexico,Basic,837.3,Horror,8/18/2024
31,Australia,Standard,778.76,Horror,2/26/2025
31,Germany,Premium,965.32,Sci-Fi,12/17/2024
75,France,Basic,97.39,Romance,5/8/2024
13,Brazil,Premium,133.31,Documentary,6/7/2024
67,USA,Premium,819.45,Documentary,1/30/2025
56,Japan,Basic,173.75,Horror,9/7/2024
55,India,Basic,77.16,Action,4/13/2024
72,India,Standard,49.01,Drama,8/27/2024
49,Japan,Standard,657.6,Documentary,5/16/2024
27,India,Basic,691.7,Action,9/15/2024
74,Brazil,Standard,356.84,Sci-Fi,2/25/2025
32,India,Premium,301.93,Documentary,6/3/2024
26,UK,Premium,701.29,Sci-Fi,6/9/2024
65,Australia,Standard,235.15,Drama,1/27/2025
22,Brazil,Basic,304.15,Comedy,1/31/2025
54,Australia,Standard,427.39,Documentary,12/12/2024
17,Brazil,Basic,187.76,Action,4/1/2024
69,Canada,Premium,597.7,Comedy,12/21/2024
75,India,Basic,765.29,Documentary,11/29/2024
34,Canada,Premium,495.34,Horror,7/3/2024
68,USA,Standard,956.33,Comedy,11/26/2024
64,USA,Standard,315.47,Romance,1/10/2025
29,Brazil,Premium,524.52,Horror,2/11/2025
37,France,Standard,76.43,Horror,6/6/2024
79,Germany,Premium,825.36,Action,12/23/2024
34,USA,Standard,366.9,Romance,5/20/2024
78,USA,Basic,884.98,Sci-Fi,5/29/2024
48,Canada,Standard,460.23,Sci-Fi,3/4/2025
61,Brazil,Basic,105.12,Comedy,8/16/2024
27,Australia,Premium,661.94,Horror,10/12/2024
60,Mexico,Standard,119.74,Romance,12/9/2024
40,Australia,Basic,591.72,Comedy,3/5/2025
68,Brazil,Premium,807.32,Sci-Fi,12/7/2024
61,USA,Premium,489.52,Action,1/7/2025
44,USA,Basic,814.04,Horror,8/21/2024
29,Brazil,Basic,215.75,Drama,8/17/2024
44,Australia,Standard,19.01,Drama,7/20/2024
69,Mexico,Premium,615.22,Documentary,11/8/2024
66,UK,Basic,133.42,Romance,10/19/2024
20,Germany,Basic,27.1,Comedy,11/13/2024
54,Japan,Premium,136.97,Sci-Fi,4/21/2024
74,UK,Premium,594.43,Drama,3/26/2024
18,UK,Standard,375.82,Romance,5/4/2024
80,France,Basic,468.1,Drama,9/7/2024
34,France,Premium,52.28,Action,9/7/2024
67,UK,Basic,953.42,Drama,1/9/2025
48,India,Premium,428.5,Horror,6/8/2024
17,France,Standard,40.38,Sci-Fi,10/14/2024
48,Australia,Standard,925.9,Drama,6/23/2024
62,India,Premium,921.52,Romance,3/30/2024
69,USA,Standard,111.97,Documentary,4/25/2024
68,India,Basic,521.88,Documentary,10/6/2024
63,India,Standard,535.27,Action,5/31/2024
24,Brazil,Basic,427.49,Romance,3/11/2024
67,Germany,Premium,209.55,Romance,1/27/2025
50,Germany,Basic,470.23,Documentary,7/18/2024
28,Japan,Standard,601.24,Comedy,3/2/2025
21,USA,Standard,860.83,Drama,2/20/2025
59,Mexico,Premium,105.96,Comedy,1/11/2025
79,UK,Premium,942.51,Romance,12/3/2024
31,USA,Standard,141.74,Action,3/14/2024
28,Australia,Premium,558.17,Comedy,9/13/2024
77,Australia,Premium,78.57,Romance,10/3/2024
23,France,Standard,594,Romance,9/16/2024
23,Brazil,Standard,605.69,Sci-Fi,10/27/2024
13,Japan,Standard,248.42,Horror,9/6/2024
20,UK,Premium,642.51,Action,3/15/2024
57,France,Standard,506.6,Comedy,8/9/2024
67,USA,Basic,684.26,Horror,6/18/2024
18,Germany,Premium,323.29,Horror,3/29/2024
41,USA,Basic,872.71,Action,7/20/2024
31,India,Basic,892.68,Documentary,12/31/2024
17,Canada,Premium,325.36,Romance,2/10/2025
67,USA,Premium,788.28,Action,5/8/2024
53,Japan,Premium,787.12,Comedy,2/11/2025
45,Japan,Basic,30.08,Romance,5/6/2024
31,Mexico,Standard,341.16,Sci-Fi,9/4/2024
20,Australia,Basic,144.89,Sci-Fi,10/6/2024
47,UK,Standard,838.86,Sci-Fi,3/28/2024
67,Mexico,Premium,433.61,Action,8/9/2024
39,Canada,Basic,94.46,Horror,4/8/2024
42,Germany,Standard,367.87,Documentary,4/17/2024
14,UK,Standard,467.13,Sci-Fi,11/26/2024
77,Australia,Standard,817.67,Drama,8/9/2024
46,Brazil,Standard,627.12,Horror,11/7/2024
55,India,Basic,78.35,Action,2/16/2025
26,Japan,Premium,768.51,Horror,11/10/2024
31,Japan,Standard,481.69,Comedy,10/5/2024
26,UK,Premium,572.68,Drama,1/22/2025
24,USA,Basic,443.02,Comedy,3/4/2025
77,India,Standard,939.15,Romance,11/7/2024
42,Japan,Standard,146.75,Romance,3/6/2025
13,Canada,Premium,984.65,Sci-Fi,12/7/2024
72,UK,Premium,575.1,Action,6/18/2024
28,India,Premium,108.36,Documentary,6/27/2024
65,UK,Basic,121.9,Action,5/10/2024
57,Australia,Premium,571.54,Action,12/6/2024
61,Japan,Premium,342.96,Action,3/5/2025
33,Mexico,Standard,50.66,Horror,11/15/2024
79,Canada,Basic,454.48,Action,6/29/2024
35,Mexico,Basic,870.18,Sci-Fi,4/10/2024
47,Japan,Premium,928.27,Sci-Fi,4/29/2024
23,Australia,Basic,550.58,Comedy,6/10/2024
54,Germany,Standard,475.64,Horror,2/7/2025
18,Germany,Basic,719.37,Action,12/26/2024
61,Brazil,Basic,311.33,Documentary,10/22/2024
55,Australia,Premium,458.17,Comedy,8/5/2024
35,Brazil,Premium,501.98,Sci-Fi,10/30/2024
16,UK,Standard,583.75,Sci-Fi,1/4/2025
56,Mexico,Standard,900.84,Drama,12/23/2024
54,Brazil,Premium,318.23,Horror,5/7/2024
62,France,Basic,260.53,Sci-Fi,12/1/2024
48,Japan,Premium,792.77,Action,4/5/2024
53,Japan,Basic,437.59,Horror,7/23/2024
28,Japan,Standard,208.76,Comedy,11/3/2024
40,Mexico,Standard,547.15,Drama,5/8/2024
69,USA,Premium,181.09,Action,10/17/2024
32,Japan,Premium,276.64,Comedy,5/20/2024
80,France,Premium,218.98,Documentary,4/11/2024
33,Canada,Standard,543.21,Action,5/26/2024
36,India,Premium,869.66,Comedy,9/29/2024
44,France,Standard,726.32,Documentary,12/26/2024
35,India,Standard,514.1,Sci-Fi,6/23/2024
70,Brazil,Basic,152.9,Romance,11/4/2024
23,UK,Standard,671.32,Horror,3/23/2024
73,India,Premium,668.55,Comedy,2/8/2025
59,Germany,Premium,528.04,Action,10/17/2024
35,Mexico,Standard,424.4,Comedy,8/12/2024
49,Germany,Premium,933.63,Drama,9/14/2024
21,Mexico,Basic,142.86,Documentary,10/30/2024
17,Mexico,Basic,262.01,Horror,8/2/2024
57,Australia,Standard,237.73,Documentary,8/15/2024
72,Japan,Basic,331.71,Drama,2/24/2025
48,Brazil,Basic,587.9,Horror,6/13/2024
73,Canada,Standard,182.4,Documentary,12/27/2024
80,Mexico,Standard,242.1,Documentary,2/16/2025
55,Brazil,Standard,299.27,Action,2/9/2025
30,France,Premium,209.58,Romance,12/20/2024
32,Japan,Basic,424.19,Horror,6/25/2024
73,Mexico,Premium,743.95,Drama,12/30/2024
19,Germany,Basic,442.46,Documentary,7/10/2024
52,Japan,Basic,332.91,Comedy,10/23/2024
21,Germany,Standard,113.71,Documentary,3/1/2025
70,India,Standard,783.83,Drama,9/14/2024
80,Mexico,Standard,574.23,Action,1/9/2025
56,India,Basic,25.82,Horror,8/5/2024
39,Australia,Standard,314.84,Comedy,8/27/2024
13,Brazil,Premium,643.84,Action,7/7/2024
19,UK,Standard,785.53,Romance,6/30/2024
37,Japan,Premium,314.23,Romance,3/16/2024
70,Germany,Premium,602.12,Romance,11/8/2024
71,USA,Basic,342.74,Comedy,5/18/2024
45,Germany,Standard,856.41,Comedy,2/23/2025
26,India,Premium,161.16,Romance,5/18/2024
62,India,Standard,579.13,Sci-Fi,2/8/2025
33,Canada,Premium,859.76,Action,9/1/2024
32,Canada,Basic,798.28,Romance,9/9/2024
75,USA,Standard,535.42,Drama,8/27/2024
16,USA,Premium,577.27,Horror,6/15/2024
41,Japan,Standard,977.55,Action,10/15/2024
49,France,Standard,399.29,Documentary,10/24/2024
21,India,Basic,988.74,Action,4/12/2024
61,Germany,Premium,302.42,Action,6/1/2024
13,Germany,Basic,769.23,Comedy,8/5/2024
63,USA,Basic,816.07,Romance,10/29/2024
68,Germany,Standard,866.07,Sci-Fi,6/16/2024
38,Mexico,Basic,667.22,Romance,5/31/2024
77,Canada,Premium,883.89,Sci-Fi,5/11/2024
37,France,Standard,480.61,Romance,8/31/2024
26,Germany,Premium,165.39,Horror,3/11/2024
52,UK,Basic,963.58,Comedy,10/1/2024
21,Germany,Standard,164.02,Documentary,3/12/2024
76,Australia,Premium,37.56,Sci-Fi,2/5/2025
53,Australia,Premium,429.68,Comedy,11/25/2024
72,Brazil,Standard,507.09,Horror,7/2/2024
46,Mexico,Standard,765.3,Romance,5/9/2024
60,UK,Basic,230.76,Action,6/29/2024
34,Canada,Basic,339.7,Action,1/17/2025
18,UK,Basic,969.69,Horror,8/25/2024
65,France,Standard,313.63,Action,3/22/2024
74,UK,Standard,432.82,Action,9/1/2024
55,USA,Basic,728.28,Action,4/1/2024
70,Japan,Basic,87.51,Sci-Fi,10/28/2024
47,Germany,Standard,850.23,Horror,7/22/2024
56,Germany,Standard,417.13,Romance,11/21/2024
24,Australia,Basic,833.97,Action,9/18/2024
29,UK,Premium,174.74,Sci-Fi,5/15/2024
21,Germany,Premium,34.52,Documentary,8/12/2024
41,Australia,Premium,627.82,Romance,8/30/2024
45,Mexico,Basic,528.81,Romance,8/10/2024
58,Germany,Premium,123.13,Drama,9/20/2024
17,Germany,Premium,8.41,Documentary,10/29/2024
37,Brazil,Standard,349.25,Romance,12/8/2024
64,Australia,Basic,301.01,Horror,10/18/2024
31,USA,Premium,106.64,Action,7/18/2024
75,India,Premium,283.68,Action,8/29/2024
13,Canada,Premium,394.96,Action,5/4/2024
33,Mexico,Standard,722.56,Sci-Fi,11/22/2024
46,India,Standard,700.34,Horror,3/3/2025
45,India,Premium,28.1,Romance,10/16/2024
76,India,Premium,997.55,Documentary,10/2/2024
25,Japan,Basic,770.54,Sci-Fi,1/10/2025
26,Brazil,Premium,454.59,Romance,1/23/2025
39,Japan,Basic,562.92,Drama,7/15/2024
27,Japan,Standard,0.29,Romance,6/12/2024
76,UK,Premium,129.55,Horror,9/8/2024
80,Canada,Premium,496.47,Documentary,10/27/2024
28,Germany,Basic,849.18,Comedy,12/5/2024
37,France,Premium,430.67,Romance,7/8/2024
33,Mexico,Basic,895.93,Horror,2/2/2025
62,Germany,Premium,103.42,Romance,8/5/2024
15,Germany,Basic,628.89,Documentary,8/24/2024
43,Canada,Standard,179.36,Horror,7/14/2024
71,Germany,Premium,490.24,Action,8/12/2024
47,Germany,Basic,460.5,Romance,1/1/2025
42,India,Basic,145.72,Documentary,12/28/2024
40,USA,Standard,414.44,Action,9/11/2024
33,Japan,Standard,203.68,Romance,5/18/2024
15,USA,Basic,670.97,Horror,3/26/2024
60,Japan,Standard,81.29,Horror,3/25/2024
23,France,Basic,349.54,Comedy,6/18/2024
27,Germany,Standard,817.63,Horror,10/7/2024
77,Germany,Basic,505.43,Horror,6/27/2024
34,Germany,Premium,517.35,Horror,7/19/2024
49,Mexico,Standard,179.93,Sci-Fi,7/19/2024
17,Mexico,Basic,328.84,Action,7/26/2024
44,Brazil,Premium,327.82,Romance,4/21/2024
42,UK,Premium,92.29,Sci-Fi,12/31/2024
30,Germany,Basic,225.56,Documentary,2/4/2025
74,USA,Basic,845.57,Documentary,3/17/2024
76,Australia,Standard,376.62,Documentary,5/11/2024
24,Japan,Premium,613.36,Horror,12/27/2024
71,India,Standard,777.7,Action,10/2/2024
21,India,Premium,245.76,Romance,8/31/2024
36,France,Basic,718.96,Comedy,8/8/2024
71,Brazil,Basic,164.49,Comedy,7/12/2024
27,India,Premium,727.06,Sci-Fi,3/27/2024
78,Canada,Premium,638.63,Horror,3/4/2025
17,Australia,Standard,594.93,Comedy,10/12/2024
24,Mexico,Standard,478.09,Comedy,3/8/2025
61,UK,Basic,471.78,Romance,5/15/2024
72,Germany,Standard,33.11,Drama,2/21/2025
70,India,Standard,622.49,Romance,12/17/2024
79,Canada,Basic,563.79,Drama,7/2/2024
59,Canada,Premium,664.47,Romance,2/13/2025
58,USA,Basic,267.29,Action,8/15/2024
14,UK,Standard,576.12,Documentary,5/25/2024
51,India,Standard,638.15,Action,9/1/2024
54,Canada,Premium,702.56,Comedy,10/5/2024
13,Mexico,Premium,839.76,Drama,7/11/2024
42,USA,Standard,357.43,Horror,5/22/2024
41,Australia,Standard,978.24,Sci-Fi,10/26/2024
14,UK,Standard,408.68,Romance,4/6/2024
33,Canada,Basic,795.47,Sci-Fi,3/18/2024
26,India,Basic,620.19,Documentary,5/28/2024
71,Japan,Basic,288.42,Sci-Fi,8/21/2024
70,France,Standard,966.06,Sci-Fi,11/13/2024
25,Canada,Standard,192.55,Documentary,3/18/2024
24,Japan,Basic,962.52,Action,1/22/2025
39,Brazil,Basic,89.03,Drama,12/16/2024
46,Japan,Premium,70.96,Drama,5/13/2024
20,Canada,Standard,362,Horror,6/21/2024
48,Mexico,Basic,882.91,Romance,3/8/2025
77,Canada,Basic,806.32,Sci-Fi,5/26/2024
66,Australia,Basic,163.54,Drama,4/21/2024
46,Brazil,Standard,724.82,Sci-Fi,2/11/2025
37,Mexico,Standard,555.81,Horror,11/14/2024
79,Germany,Premium,139.22,Drama,7/8/2024
62,France,Basic,35.66,Comedy,9/5/2024
72,Australia,Basic,367.87,Drama,5/15/2024
60,France,Premium,481.1,Action,5/1/2024
73,UK,Premium,721.39,Documentary,2/6/2025
20,Canada,Standard,723.84,Sci-Fi,9/24/2024
20,Germany,Premium,405.91,Horror,5/8/2024
58,Japan,Standard,135.25,Horror,3/28/2024
70,Australia,Standard,652.14,Action,11/1/2024
25,Australia,Premium,161.8,Documentary,8/20/2024
25,Mexico,Premium,127.14,Drama,3/28/2024
61,India,Premium,568.44,Comedy,6/8/2024
18,Japan,Basic,919.73,Comedy,6/9/2024
49,Brazil,Standard,546.68,Romance,1/31/2025
23,Canada,Standard,440.24,Drama,5/17/2024
63,India,Premium,25.15,Comedy,3/24/2024
15,Brazil,Premium,827.11,Action,7/1/2024
71,USA,Standard,215.37,Comedy,5/20/2024
22,Canada,Standard,667.44,Comedy,12/3/2024
53,India,Premium,462.13,Documentary,7/23/2024
35,Australia,Standard,406.45,Sci-Fi,12/1/2024
79,UK,Premium,569.09,Romance,12/20/2024
32,USA,Standard,139.94,Romance,4/19/2024
69,France,Standard,664.97,Horror,4/7/2024
32,Mexico,Standard,8.88,Sci-Fi,10/28/2024
14,Germany,Premium,214.49,Horror,8/1/2024
53,France,Standard,493.83,Documentary,9/27/2024
61,Germany,Premium,294.02,Comedy,11/23/2024
13,France,Basic,548.83,Comedy,6/4/2024
25,India,Basic,545.93,Horror,5/23/2024
53,Japan,Standard,516.36,Comedy,12/5/2024
45,India,Basic,305.02,Horror,9/23/2024
29,Mexico,Standard,841.86,Sci-Fi,7/7/2024
75,UK,Standard,636.1,Comedy,3/25/2024
63,Australia,Standard,500.14,Drama,11/5/2024
47,Japan,Standard,951.13,Romance,5/1/2024
78,Germany,Premium,842.17,Action,12/27/2024
61,Germany,Standard,101.48,Comedy,8/12/2024
79,Germany,Premium,695.01,Horror,10/8/2024
42,India,Basic,631.93,Comedy,12/8/2024
56,Germany,Premium,251.3,Horror,2/24/2025
28,France,Basic,215.33,Horror,6/14/2024
18,Australia,Basic,437.34,Horror,5/16/2024
57,UK,Premium,108.01,Sci-Fi,9/15/2024
24,Germany,Basic,920.18,Documentary,5/24/2024
56,USA,Basic,493.14,Romance,3/6/2025
50,Japan,Standard,480.15,Action,8/30/2024
47,France,Premium,873.38,Romance,10/6/2024
18,Brazil,Standard,35.18,Sci-Fi,8/17/2024
39,India,Premium,503.51,Horror,2/15/2025
80,France,Standard,829.08,Action,7/17/2024
77,Brazil,Premium,841.57,Comedy,3/30/2024
54,Japan,Premium,227.28,Romance,12/30/2024
22,Canada,Basic,691.22,Comedy,2/26/2025
34,UK,Standard,550.69,Horror,8/14/2024
70,UK,Standard,267.39,Horror,4/26/2024
26,Japan,Premium,811.97,Romance,11/10/2024
77,UK,Standard,799.48,Sci-Fi,2/4/2025
55,Japan,Premium,286.44,Drama,9/19/2024
30,India,Premium,253.3,Horror,9/24/2024
51,Brazil,Premium,692.58,Horror,1/12/2025
22,Canada,Basic,981.38,Documentary,11/17/2024
49,Australia,Basic,71.64,Sci-Fi,5/29/2024
63,Japan,Standard,558.35,Sci-Fi,8/1/2024
77,France,Premium,382.01,Horror,4/12/2024
73,USA,Standard,815,Romance,7/21/2024
62,Germany,Premium,540.29,Documentary,4/24/2024
37,Brazil,Standard,275.49,Comedy,12/20/2024
55,Japan,Premium,173.34,Sci-Fi,5/20/2024
74,Japan,Premium,89.97,Documentary,4/2/2024
61,Brazil,Basic,476.47,Action,11/3/2024
29,France,Standard,512.79,Sci-Fi,3/23/2024
53,Canada,Basic,667.25,Comedy,8/14/2024
60,Germany,Basic,268.45,Sci-Fi,6/11/2024
34,Japan,Premium,410.95,Romance,10/8/2024
18,Australia,Standard,292.41,Action,8/6/2024
32,UK,Premium,681.05,Documentary,5/20/2024
48,France,Standard,656.55,Documentary,4/30/2024
57,Canada,Premium,981.39,Drama,4/29/2024
13,Brazil,Premium,397.84,Romance,4/22/2024
76,UK,Standard,622.66,Action,5/30/2024
74,Canada,Basic,18.58,Drama,9/7/2024
49,Canada,Basic,263.08,Romance,12/17/2024
47,France,Basic,292.7,Drama,10/31/2024
66,USA,Standard,969.36,Documentary,7/1/2024
30,Mexico,Basic,252.46,Action,2/5/2025
46,Germany,Premium,726.24,Romance,3/8/2024
43,Australia,Basic,897.33,Sci-Fi,11/6/2024
62,France,Standard,828.4,Documentary,12/27/2024
51,India,Premium,794.42,Horror,4/17/2024
66,UK,Premium,741.18,Documentary,9/26/2024
20,India,Basic,528.19,Drama,12/31/2024
13,UK,Premium,459.04,Documentary,6/2/2024
73,USA,Basic,238.63,Sci-Fi,2/7/2025
68,Germany,Basic,424.99,Comedy,9/21/2024
54,USA,Premium,177.34,Documentary,6/14/2024
53,Brazil,Basic,50.36,Sci-Fi,7/13/2024
66,Germany,Basic,979.55,Sci-Fi,9/1/2024
45,France,Premium,621.34,Action,3/28/2024
71,Mexico,Premium,921.44,Action,7/11/2024
23,UK,Basic,261.44,Action,11/22/2024
28,UK,Basic,672.07,Sci-Fi,5/1/2024
25,Australia,Premium,423.19,Sci-Fi,8/7/2024
44,USA,Basic,498.56,Comedy,6/19/2024
60,France,Premium,650.16,Sci-Fi,2/9/2025
18,UK,Premium,967.99,Horror,12/2/2024
59,Brazil,Premium,512.3,Horror,12/4/2024
34,India,Standard,269.76,Action,5/30/2024
21,India,Standard,197.51,Comedy,5/29/2024
28,Australia,Basic,176.31,Horror,10/4/2024
67,UK,Basic,459.68,Action,10/24/2024
16,USA,Premium,537.92,Sci-Fi,4/29/2024
64,Japan,Premium,856.44,Comedy,7/5/2024
28,Brazil,Premium,512.74,Comedy,6/6/2024
80,Australia,Premium,216.54,Comedy,8/20/2024
51,France,Premium,739.47,Sci-Fi,1/6/2025
64,Australia,Premium,21.19,Romance,7/1/2024
44,Japan,Premium,347.75,Drama,10/31/2024
75,Australia,Premium,955.1,Action,1/21/2025
23,Germany,Standard,474.3,Drama,8/20/2024
49,Brazil,Premium,722.69,Drama,10/30/2024
53,Australia,Standard,778.53,Drama,5/11/2024
46,India,Standard,487.2,Sci-Fi,12/26/2024
40,USA,Basic,828.82,Romance,7/9/2024
65,Canada,Premium,106.64,Drama,3/3/2025
52,India,Basic,682.67,Documentary,8/12/2024
60,Canada,Premium,252.27,Romance,7/28/2024
24,France,Basic,105.22,Romance,9/27/2024
69,Canada,Basic,955.68,Action,9/1/2024
19,Canada,Standard,802.81,Drama,5/28/2024
54,UK,Standard,286.37,Comedy,10/5/2024
56,Japan,Premium,570.74,Horror,6/25/2024
67,Mexico,Standard,475.06,Sci-Fi,10/2/2024
77,Mexico,Standard,754,Sci-Fi,4/1/2024
20,Brazil,Standard,522.08,Documentary,8/16/2024
46,Australia,Basic,161.61,Documentary,8/10/2024
25,USA,Standard,732.5,Horror,11/4/2024
47,Australia,Basic,353.72,Documentary,7/8/2024
37,Japan,Basic,338.85,Action,2/8/2025
59,UK,Standard,96.62,Drama,11/25/2024
53,Mexico,Premium,715.78,Horror,5/15/2024
50,Germany,Premium,952.82,Romance,10/23/2024
80,Japan,Standard,637.5,Drama,8/13/2024
62,Mexico,Basic,658.39,Romance,8/28/2024
55,USA,Premium,296.01,Horror,2/18/2025
23,India,Premium,788.86,Documentary,3/10/2024
23,Japan,Premium,431.45,Comedy,9/11/2024
55,India,Basic,559.59,Documentary,2/9/2025
73,Mexico,Standard,948.2,Romance,3/27/2024
25,UK,Basic,648.18,Action,7/12/2024
43,Brazil,Premium,591.64,Comedy,3/31/2024
60,Mexico,Premium,409.17,Comedy,10/31/2024
62,Canada,Standard,809.15,Horror,1/5/2025
41,UK,Standard,401.13,Romance,6/11/2024
41,Brazil,Basic,838.56,Romance,8/29/2024
70,France,Basic,993.96,Documentary,10/10/2024
55,UK,Basic,483.07,Documentary,6/27/2024
76,USA,Basic,132.77,Documentary,5/21/2024
24,France,Standard,496.69,Documentary,12/23/2024
67,France,Premium,63.09,Drama,11/15/2024
16,Australia,Premium,654.51,Comedy,12/3/2024
